icd10_concept_id,code_heading,icd10_code,icd10_vocab,description,body_system,progressive,snomed_concept_id,snomed_code,snomed_name
45596040,H208,H20.829,ICD10CM,"Vogt-Koyanagi syndrome, unspecified eye",ophthalmological,no,4108968,193497004,Vogt-Koyanagi-Harada disease
45533269,H209,H20.9,ICD10,Unspecified iridocyclitis,ophthalmological,no,434926,77971008,Iridocyclitis
35207537,H209,H20.9,ICD10CM,Unspecified iridocyclitis,ophthalmological,no,434926,77971008,Iridocyclitis
45542997,H212,H21.211,ICD10CM,"Degeneration of chamber angle, right eye",ophthalmological,no,436404,193507008,Chamber angle degenerative changes
45567008,H212,H21.212,ICD10CM,"Degeneration of chamber angle, left eye",ophthalmological,no,436404,193507008,Chamber angle degenerative changes
45596041,H212,H21.213,ICD10CM,"Degeneration of chamber angle, bilateral",ophthalmological,no,436404,193507008,Chamber angle degenerative changes
45591290,H212,H21.219,ICD10CM,"Degeneration of chamber angle, unspecified eye",ophthalmological,no,436404,193507008,Chamber angle degenerative changes
45596042,H212,H21.221,ICD10CM,"Degeneration of ciliary body, right eye",ophthalmological,no,435814,193508003,Degenerative changes of ciliary body
45596043,H212,H21.222,ICD10CM,"Degeneration of ciliary body, left eye",ophthalmological,no,435814,193508003,Degenerative changes of ciliary body
45576690,H212,H21.223,ICD10CM,"Degeneration of ciliary body, bilateral",ophthalmological,no,435814,193508003,Degenerative changes of ciliary body
45571914,H212,H21.229,ICD10CM,"Degeneration of ciliary body, unspecified eye",ophthalmological,no,435814,193508003,Degenerative changes of ciliary body
45538234,H212,H21.231,ICD10CM,"Degeneration of iris (pigmentary), right eye",ophthalmological,no,441015,70397008,Pigmentary iris degeneration
45586412,H212,H21.232,ICD10CM,"Degeneration of iris (pigmentary), left eye",ophthalmological,no,441015,70397008,Pigmentary iris degeneration
45586413,H212,H21.233,ICD10CM,"Degeneration of iris (pigmentary), bilateral",ophthalmological,no,441015,70397008,Pigmentary iris degeneration
45538235,H212,H21.239,ICD10CM,"Degeneration of iris (pigmentary), unspecified eye",ophthalmological,no,441015,70397008,Pigmentary iris degeneration
45538236,H212,H21.241,ICD10CM,"Degeneration of pupillary margin, right eye",ophthalmological,no,441856,25859000,Degeneration of pupillary margin
45586414,H212,H21.242,ICD10CM,"Degeneration of pupillary margin, left eye",ophthalmological,no,441856,25859000,Degeneration of pupillary margin
45557368,H212,H21.243,ICD10CM,"Degeneration of pupillary margin, bilateral",ophthalmological,no,441856,25859000,Degeneration of pupillary margin
45571915,H212,H21.249,ICD10CM,"Degeneration of pupillary margin, unspecified eye",ophthalmological,no,441856,25859000,Degeneration of pupillary margin
45581620,H212,H21.251,ICD10CM,"Iridoschisis, right eye",ophthalmological,no,442301,5743005,Iridoschisis
45542998,H212,H21.252,ICD10CM,"Iridoschisis, left eye",ophthalmological,no,442301,5743005,Iridoschisis
45533272,H212,H21.253,ICD10CM,"Iridoschisis, bilateral",ophthalmological,no,442301,5743005,Iridoschisis
45562195,H212,H21.259,ICD10CM,"Iridoschisis, unspecified eye",ophthalmological,no,442301,5743005,Iridoschisis
45533273,H212,H21.261,ICD10CM,"Iris atrophy (essential) (progressive), right eye",ophthalmological,no,439011,25913001,Progressive iris atrophy
45586415,H212,H21.262,ICD10CM,"Iris atrophy (essential) (progressive), left eye",ophthalmological,no,439011,25913001,Progressive iris atrophy
45581621,H212,H21.263,ICD10CM,"Iris atrophy (essential) (progressive), bilateral",ophthalmological,no,439011,25913001,Progressive iris atrophy
45542999,H212,H21.269,ICD10CM,"Iris atrophy (essential) (progressive), unspecified eye",ophthalmological,no,439011,25913001,Progressive iris atrophy
45562196,H212,H21.271,ICD10CM,"Miotic pupillary cyst, right eye",ophthalmological,no,444068,22681004,Miotic cyst of pupillary margin
45538237,H212,H21.272,ICD10CM,"Miotic pupillary cyst, left eye",ophthalmological,no,444068,22681004,Miotic cyst of pupillary margin
45581622,H212,H21.273,ICD10CM,"Miotic pupillary cyst, bilateral",ophthalmological,no,444068,22681004,Miotic cyst of pupillary margin
45543000,H212,H21.279,ICD10CM,"Miotic pupillary cyst, unspecified eye",ophthalmological,no,444068,22681004,Miotic cyst of pupillary margin
45576692,H212,H21.29,ICD10CM,Other iris atrophy,ophthalmological,no,440104,95709007,Atrophic iris
45562201,H2150,H21.501,ICD10CM,"Unspecified adhesions of iris, right eye",ophthalmological,no,440705,78778007,Adhesions of iris
45571920,H2150,H21.502,ICD10CM,"Unspecified adhesions of iris, left eye",ophthalmological,no,440705,78778007,Adhesions of iris
45552636,H2150,H21.503,ICD10CM,"Unspecified adhesions of iris, bilateral",ophthalmological,no,440705,78778007,Adhesions of iris
45562202,H2150,H21.509,ICD10CM,"Unspecified adhesions of iris and ciliary body, unspecified eye",ophthalmological,no,432319,267624002,Adhesions and disruptions of iris and ciliary body
45543003,H2151,H21.511,ICD10CM,"Anterior synechiae (iris), right eye",ophthalmological,no,441560,70992005,Anterior synechiae
45596045,H2151,H21.512,ICD10CM,"Anterior synechiae (iris), left eye",ophthalmological,no,441560,70992005,Anterior synechiae
45571921,H2151,H21.513,ICD10CM,"Anterior synechiae (iris), bilateral",ophthalmological,no,441560,70992005,Anterior synechiae
45543004,H2151,H21.519,ICD10CM,"Anterior synechiae (iris), unspecified eye",ophthalmological,no,441560,70992005,Anterior synechiae
45591294,H2152,H21.521,ICD10CM,"Goniosynechiae, right eye",ophthalmological,no,441016,247034002,Peripheral anterior synechiae
45591295,H2152,H21.522,ICD10CM,"Goniosynechiae, left eye",ophthalmological,no,441016,247034002,Peripheral anterior synechiae
45557374,H2152,H21.523,ICD10CM,"Goniosynechiae, bilateral",ophthalmological,no,441016,247034002,Peripheral anterior synechiae
45552637,H2152,H21.529,ICD10CM,"Goniosynechiae, unspecified eye",ophthalmological,no,441016,247034002,Peripheral anterior synechiae
45538238,H2154,H21.541,ICD10CM,"Posterior synechiae (iris), right eye",ophthalmological,no,440713,111512005,Posterior synechiae
45567010,H2154,H21.542,ICD10CM,"Posterior synechiae (iris), left eye",ophthalmological,no,440713,111512005,Posterior synechiae
45567011,H2154,H21.543,ICD10CM,"Posterior synechiae (iris), bilateral",ophthalmological,no,440713,111512005,Posterior synechiae
45547839,H2154,H21.549,ICD10CM,"Posterior synechiae (iris), unspecified eye",ophthalmological,no,440713,111512005,Posterior synechiae
45605642,H2155,H21.551,ICD10CM,"Recession of chamber angle, right eye",ophthalmological,no,441289,193525001,Recession of chamber angle
45533275,H2155,H21.552,ICD10CM,"Recession of chamber angle, left eye",ophthalmological,no,441289,193525001,Recession of chamber angle
45538239,H2155,H21.553,ICD10CM,"Recession of chamber angle, bilateral",ophthalmological,no,441289,193525001,Recession of chamber angle
45533276,H2155,H21.559,ICD10CM,"Recession of chamber angle, unspecified eye",ophthalmological,no,441289,193525001,Recession of chamber angle
45596046,H2156,H21.561,ICD10CM,"Pupillary abnormality, right eye",ophthalmological,no,437295,72124005,Abnormal pupillary function
45567012,H2156,H21.562,ICD10CM,"Pupillary abnormality, left eye",ophthalmological,no,437295,72124005,Abnormal pupillary function
45576697,H2156,H21.563,ICD10CM,"Pupillary abnormality, bilateral",ophthalmological,no,437295,72124005,Abnormal pupillary function
45596047,H2156,H21.569,ICD10CM,"Pupillary abnormality, unspecified eye",ophthalmological,no,437295,72124005,Abnormal pupillary function
45581624,H218,H21.81,ICD10CM,Floppy iris syndrome,ophthalmological,no,436397,418801006,Intraoperative floppy iris syndrome
45538240,H218,H21.82,ICD10CM,Plateau iris syndrome (post-iridectomy) (postprocedural),ophthalmological,no,443538,404631002,Plateau iris syndrome
45557375,H218,H21.89,ICD10CM,Other specified disorders of iris and ciliary body,ophthalmological,no,442770,68575007,Disorder of ciliary body
45605652,H270,H27.00,ICD10CM,"Aphakia, unspecified eye",ophthalmological,no,381033,24010005,Aphakia
45543010,H270,H27.01,ICD10CM,"Aphakia, right eye",ophthalmological,no,381033,24010005,Aphakia
45533283,H270,H27.02,ICD10CM,"Aphakia, left eye",ophthalmological,no,381033,24010005,Aphakia
45571930,H270,H27.03,ICD10CM,"Aphakia, bilateral",ophthalmological,no,381033,24010005,Aphakia
45538248,H2711,H27.111,ICD10CM,"Subluxation of lens, right eye",ophthalmological,no,376123,65814009,Subluxation of lens
45605654,H2711,H27.112,ICD10CM,"Subluxation of lens, left eye",ophthalmological,no,376123,65814009,Subluxation of lens
45533284,H2711,H27.113,ICD10CM,"Subluxation of lens, bilateral",ophthalmological,no,376123,65814009,Subluxation of lens
45586427,H2711,H27.119,ICD10CM,"Subluxation of lens, unspecified eye",ophthalmological,no,376123,65814009,Subluxation of lens
45576705,H2712,H27.121,ICD10CM,"Anterior dislocation of lens, right eye",ophthalmological,no,374956,37283009,Anterior dislocation of lens
45581634,H2712,H27.122,ICD10CM,"Anterior dislocation of lens, left eye",ophthalmological,no,374956,37283009,Anterior dislocation of lens
45533341,H472,H47.291,ICD10CM,"Other optic atrophy, right eye",ophthalmological,no,372914,76976005,Optic atrophy
45543011,H2712,H27.123,ICD10CM,"Anterior dislocation of lens, bilateral",ophthalmological,no,374956,37283009,Anterior dislocation of lens
45567019,H2712,H27.129,ICD10CM,"Anterior dislocation of lens, unspecified eye",ophthalmological,no,374956,37283009,Anterior dislocation of lens
45596056,H2713,H27.131,ICD10CM,"Posterior dislocation of lens, right eye",ophthalmological,no,374363,14169000,Posterior dislocation of lens
45533285,H2713,H27.132,ICD10CM,"Posterior dislocation of lens, left eye",ophthalmological,no,374363,14169000,Posterior dislocation of lens
45567020,H2713,H27.133,ICD10CM,"Posterior dislocation of lens, bilateral",ophthalmological,no,374363,14169000,Posterior dislocation of lens
45557385,H2713,H27.139,ICD10CM,"Posterior dislocation of lens, unspecified eye",ophthalmological,no,374363,14169000,Posterior dislocation of lens
45600894,H278,H27.8,ICD10,Other specified disorders of lens,ophthalmological,no,373785,10810001,Disorder of lens
35207546,H278,H27.8,ICD10CM,Other specified disorders of lens,ophthalmological,no,373785,10810001,Disorder of lens
45586429,H300,H30.001,ICD10CM,"Unspecified focal chorioretinal inflammation, right eye",ophthalmological,no,437850,15847003,Focal chorioretinitis
45586430,H300,H30.002,ICD10CM,"Unspecified focal chorioretinal inflammation, left eye",ophthalmological,no,437850,15847003,Focal chorioretinitis
45605656,H300,H30.003,ICD10CM,"Unspecified focal chorioretinal inflammation, bilateral",ophthalmological,no,437850,15847003,Focal chorioretinitis
45576706,H300,H30.009,ICD10CM,"Unspecified focal chorioretinal inflammation, unspecified eye",ophthalmological,no,437850,15847003,Focal chorioretinitis
45586431,H300,H30.011,ICD10CM,"Focal chorioretinal inflammation, juxtapapillary, right eye",ophthalmological,no,4102047,193436005,Juxtapapillary focal chorioretinitis
45571933,H300,H30.012,ICD10CM,"Focal chorioretinal inflammation, juxtapapillary, left eye",ophthalmological,no,4102047,193436005,Juxtapapillary focal chorioretinitis
45576707,H300,H30.013,ICD10CM,"Focal chorioretinal inflammation, juxtapapillary, bilateral",ophthalmological,no,4102047,193436005,Juxtapapillary focal chorioretinitis
45576708,H300,H30.019,ICD10CM,"Focal chorioretinal inflammation, juxtapapillary, unspecified eye",ophthalmological,no,4102047,193436005,Juxtapapillary focal chorioretinitis
45586432,H300,H30.021,ICD10CM,"Focal chorioretinal inflammation of posterior pole, right eye",ophthalmological,no,4162559,373667006,Posterior pole focal chorioretinitis
45543013,H300,H30.022,ICD10CM,"Focal chorioretinal inflammation of posterior pole, left eye",ophthalmological,no,4162559,373667006,Posterior pole focal chorioretinitis
45605657,H300,H30.023,ICD10CM,"Focal chorioretinal inflammation of posterior pole, bilateral",ophthalmological,no,4162559,373667006,Posterior pole focal chorioretinitis
45538249,H300,H30.029,ICD10CM,"Focal chorioretinal inflammation of posterior pole, unspecified eye",ophthalmological,no,4162559,373667006,Posterior pole focal chorioretinitis
45552648,H300,H30.031,ICD10CM,"Focal chorioretinal inflammation, peripheral, right eye",ophthalmological,no,439017,56787009,Peripheral focal choroiditis AND chorioretinitis
45567022,H300,H30.032,ICD10CM,"Focal chorioretinal inflammation, peripheral, left eye",ophthalmological,no,439017,56787009,Peripheral focal choroiditis AND chorioretinitis
45552649,H300,H30.033,ICD10CM,"Focal chorioretinal inflammation, peripheral, bilateral",ophthalmological,no,439017,56787009,Peripheral focal choroiditis AND chorioretinitis
45576709,H300,H30.039,ICD10CM,"Focal chorioretinal inflammation, peripheral, unspecified eye",ophthalmological,no,439017,56787009,Peripheral focal choroiditis AND chorioretinitis
45562216,H300,H30.041,ICD10CM,"Focal chorioretinal inflammation, macular or paramacular, right eye",ophthalmological,no,434638,42031001,Paramacular focal retinitis AND retinochoroiditis
45543014,H300,H30.042,ICD10CM,"Focal chorioretinal inflammation, macular or paramacular, left eye",ophthalmological,no,434638,42031001,Paramacular focal retinitis AND retinochoroiditis
45596057,H300,H30.043,ICD10CM,"Focal chorioretinal inflammation, macular or paramacular, bilateral",ophthalmological,no,434638,42031001,Paramacular focal retinitis AND retinochoroiditis
45557386,H300,H30.049,ICD10CM,"Focal chorioretinal inflammation, macular or paramacular, unspecified eye",ophthalmological,no,434638,42031001,Paramacular focal retinitis AND retinochoroiditis
45557387,H301,H30.101,ICD10CM,"Unspecified disseminated chorioretinal inflammation, right eye",ophthalmological,no,433762,78769001,Disseminated chorioretinitis
45591307,H301,H30.102,ICD10CM,"Unspecified disseminated chorioretinal inflammation, left eye",ophthalmological,no,433762,78769001,Disseminated chorioretinitis
45567023,H301,H30.103,ICD10CM,"Unspecified disseminated chorioretinal inflammation, bilateral",ophthalmological,no,433762,78769001,Disseminated chorioretinitis
45538250,H301,H30.109,ICD10CM,"Unspecified disseminated chorioretinal inflammation, unspecified eye",ophthalmological,no,433762,78769001,Disseminated chorioretinitis
45562217,H301,H30.111,ICD10CM,"Disseminated chorioretinal inflammation of posterior pole, right eye",ophthalmological,no,4109410,193442009,Disseminated posterior pole chorioretinitis
45562218,H301,H30.112,ICD10CM,"Disseminated chorioretinal inflammation of posterior pole, left eye",ophthalmological,no,4109410,193442009,Disseminated posterior pole chorioretinitis
45543015,H301,H30.113,ICD10CM,"Disseminated chorioretinal inflammation of posterior pole, bilateral",ophthalmological,no,4109410,193442009,Disseminated posterior pole chorioretinitis
45533287,H301,H30.119,ICD10CM,"Disseminated chorioretinal inflammation of posterior pole, unspecified eye",ophthalmological,no,4109410,193442009,Disseminated posterior pole chorioretinitis
45581635,H301,H30.121,ICD10CM,"Disseminated chorioretinal inflammation, peripheral right eye",ophthalmological,no,4104213,193443004,Disseminated peripheral chorioretinitis
45533288,H301,H30.122,ICD10CM,"Disseminated chorioretinal inflammation, peripheral, left eye",ophthalmological,no,4104213,193443004,Disseminated peripheral chorioretinitis
45552650,H301,H30.123,ICD10CM,"Disseminated chorioretinal inflammation, peripheral, bilateral",ophthalmological,no,4104213,193443004,Disseminated peripheral chorioretinitis
45596058,H301,H30.129,ICD10CM,"Disseminated chorioretinal inflammation, peripheral, unspecified eye",ophthalmological,no,4104213,193443004,Disseminated peripheral chorioretinitis
45547847,H301,H30.131,ICD10CM,"Disseminated chorioretinal inflammation, generalized, right eye",ophthalmological,no,4102049,193444005,General disseminated chorioretinitis
45576711,H301,H30.132,ICD10CM,"Disseminated chorioretinal inflammation, generalized, left eye",ophthalmological,no,4102049,193444005,General disseminated chorioretinitis
45571934,H301,H30.133,ICD10CM,"Disseminated chorioretinal inflammation, generalized, bilateral",ophthalmological,no,4102049,193444005,General disseminated chorioretinitis
45557446,H472,H47.292,ICD10CM,"Other optic atrophy, left eye",ophthalmological,no,372914,76976005,Optic atrophy
45581636,H301,H30.139,ICD10CM,"Disseminated chorioretinal inflammation, generalized, unspecified eye",ophthalmological,no,4102049,193444005,General disseminated chorioretinitis
